date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2024-01-21,0,野狐谷溜池,杵築,八坂,2.25,4699.1,Sentinel-1,DESCENDING
2024-01-21,1,申川溜池,杵築,八坂,2.06,6214.7,Sentinel-1,DESCENDING
2024-01-21,2,白水池,杵築,馬場尾,4.84,27005.6,Sentinel-1,DESCENDING
2024-01-21,3,床並溜池,山香,下,1.65,8275.6,Sentinel-1,DESCENDING
2024-01-21,12,大河内溜池南方の池,大田,白木原,0.92,911.6,Sentinel-1,DESCENDING
2024-01-21,13,大河内溜池,大田,白木原,2.64,12733.4,Sentinel-1,DESCENDING
2024-01-21,14,黄午渕溜池,大田,永松,0.89,2550.6,Sentinel-1,DESCENDING
2024-01-21,15,俣水1012付近の池,大田,俣水,1.61,7059.7,Sentinel-1,DESCENDING
2024-01-21,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2024-01-21,17,西下司溜池,杵築,南杵築,1.3,1112.3,Sentinel-1,DESCENDING
2024-01-21,18,日指ダム,山香,日指,39.42,235521.7,Sentinel-1,DESCENDING
2024-01-21,19,日指ダム,山香,日指,12.57,61967.3,Sentinel-1,DESCENDING
2024-01-21,20,楠溜池,山香,吉野渡,7.11,18623.4,Sentinel-1,DESCENDING
2024-01-21,21,石山ダム,杵築,溝井,10.73,26866.7,Sentinel-1,DESCENDING
2024-01-21,22,尾払溜池,杵築,守江,7.07,44405.7,Sentinel-1,DESCENDING
2024-01-21,23,鍋倉ダム,杵築,守江,9.42,43158.8,Sentinel-1,DESCENDING
2024-01-21,24,糠味噌溜池,杵築,日野,1.69,3868.7,Sentinel-1,DESCENDING
2024-01-21,25,弁天池,杵築,溝井,4.32,24209.0,Sentinel-1,DESCENDING
2024-01-21,26,山迫溜池,杵築,鴨川,2.08,7426.9,Sentinel-1,DESCENDING
2024-01-21,27,スネコスリ溜池,杵築,猪尾,5.54,29076.5,Sentinel-1,DESCENDING
2024-01-21,28,中ノ池溜池,杵築,溝井,0.91,1060.2,Sentinel-1,DESCENDING
2024-01-21,29,立尻溜池,杵築,溝井,1.61,7309.3,Sentinel-1,DESCENDING
2024-01-21,30,本庄新池,杵築,本庄,3.53,14488.6,Sentinel-1,DESCENDING
2024-01-21,31,双子溜池,杵築,本庄,2.7,14020.7,Sentinel-1,DESCENDING
2024-01-21,32,大台溜池,杵築,本庄,5.22,25120.3,Sentinel-1,DESCENDING
2024-01-21,33,夫婦池南部,杵築,熊野,1.43,4053.6,Sentinel-1,DESCENDING
2024-01-21,34,夫婦池北部,杵築,熊野,2.44,10238.9,Sentinel-1,DESCENDING
2024-01-21,35,新宮溜池,杵築,日野,3.81,16184.2,Sentinel-1,DESCENDING
2024-01-21,43,轟溜池,杵築,船部,2.04,7981.6,Sentinel-1,DESCENDING
2024-01-21,48,申川溜池北方の池,杵築,八坂,0.49,1177.7,Sentinel-1,DESCENDING
