date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-08-07,0,野狐谷溜池,杵築,八坂,2.25,7380.6,Sentinel-1,DESCENDING
2025-08-07,1,申川溜池,杵築,八坂,2.06,4051.7,Sentinel-1,DESCENDING
2025-08-07,2,白水池,杵築,馬場尾,4.84,28091.0,Sentinel-1,DESCENDING
2025-08-07,3,床並溜池,山香,下,1.65,5922.7,Sentinel-1,DESCENDING
2025-08-07,12,大河内溜池南方の池,大田,白木原,0.92,1912.3,Sentinel-1,DESCENDING
2025-08-07,13,大河内溜池,大田,白木原,2.64,11265.3,Sentinel-1,DESCENDING
2025-08-07,14,黄午渕溜池,大田,永松,0.89,2566.9,Sentinel-1,DESCENDING
2025-08-07,15,俣水1012付近の池,大田,俣水,1.61,4328.3,Sentinel-1,DESCENDING
2025-08-07,16,東下司溜池,杵築,南杵築,0.65,333.0,Sentinel-1,DESCENDING
2025-08-07,17,西下司溜池,杵築,南杵築,1.3,1893.6,Sentinel-1,DESCENDING
2025-08-07,18,日指ダム,山香,日指,39.42,155260.4,Sentinel-1,DESCENDING
2025-08-07,19,日指ダム,山香,日指,12.57,31349.4,Sentinel-1,DESCENDING
2025-08-07,20,楠溜池,山香,吉野渡,7.11,38697.5,Sentinel-1,DESCENDING
2025-08-07,21,石山ダム,杵築,溝井,10.73,34261.1,Sentinel-1,DESCENDING
2025-08-07,22,尾払溜池,杵築,守江,7.07,44518.7,Sentinel-1,DESCENDING
2025-08-07,23,鍋倉ダム,杵築,守江,9.42,47367.8,Sentinel-1,DESCENDING
2025-08-07,24,糠味噌溜池,杵築,日野,1.69,0.0,Sentinel-1,DESCENDING
2025-08-07,25,弁天池,杵築,溝井,4.32,22366.4,Sentinel-1,DESCENDING
2025-08-07,26,山迫溜池,杵築,鴨川,2.08,5920.8,Sentinel-1,DESCENDING
2025-08-07,27,スネコスリ溜池,杵築,猪尾,5.54,25617.9,Sentinel-1,DESCENDING
2025-08-07,28,中ノ池溜池,杵築,溝井,0.91,1040.3,Sentinel-1,DESCENDING
2025-08-07,29,立尻溜池,杵築,溝井,1.61,5923.0,Sentinel-1,DESCENDING
2025-08-07,30,本庄新池,杵築,本庄,3.53,15124.8,Sentinel-1,DESCENDING
2025-08-07,31,双子溜池,杵築,本庄,2.7,14151.9,Sentinel-1,DESCENDING
2025-08-07,32,大台溜池,杵築,本庄,5.22,25913.2,Sentinel-1,DESCENDING
2025-08-07,33,夫婦池南部,杵築,熊野,1.43,2604.1,Sentinel-1,DESCENDING
2025-08-07,34,夫婦池北部,杵築,熊野,2.44,9617.9,Sentinel-1,DESCENDING
2025-08-07,35,新宮溜池,杵築,日野,3.81,13823.2,Sentinel-1,DESCENDING
2025-08-07,43,轟溜池,杵築,船部,2.04,4651.2,Sentinel-1,DESCENDING
2025-08-07,48,申川溜池北方の池,杵築,八坂,0.49,1284.5,Sentinel-1,DESCENDING
