date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-10-18,0,野狐谷溜池,杵築,八坂,2.25,4068.7,Sentinel-1,DESCENDING
2025-10-18,1,申川溜池,杵築,八坂,2.06,4057.9,Sentinel-1,DESCENDING
2025-10-18,2,白水池,杵築,馬場尾,4.84,25501.0,Sentinel-1,DESCENDING
2025-10-18,3,床並溜池,山香,下,1.65,6167.7,Sentinel-1,DESCENDING
2025-10-18,12,大河内溜池南方の池,大田,白木原,0.92,1579.7,Sentinel-1,DESCENDING
2025-10-18,13,大河内溜池,大田,白木原,2.64,10841.8,Sentinel-1,DESCENDING
2025-10-18,14,黄午渕溜池,大田,永松,0.89,3305.1,Sentinel-1,DESCENDING
2025-10-18,15,俣水1012付近の池,大田,俣水,1.61,5945.9,Sentinel-1,DESCENDING
2025-10-18,16,東下司溜池,杵築,南杵築,0.65,749.3,Sentinel-1,DESCENDING
2025-10-18,17,西下司溜池,杵築,南杵築,1.3,1486.1,Sentinel-1,DESCENDING
2025-10-18,18,日指ダム,山香,日指,39.42,154066.9,Sentinel-1,DESCENDING
2025-10-18,19,日指ダム,山香,日指,12.57,30156.7,Sentinel-1,DESCENDING
2025-10-18,20,楠溜池,山香,吉野渡,7.11,32510.1,Sentinel-1,DESCENDING
2025-10-18,21,石山ダム,杵築,溝井,10.73,33842.8,Sentinel-1,DESCENDING
2025-10-18,22,尾払溜池,杵築,守江,7.07,42600.2,Sentinel-1,DESCENDING
2025-10-18,23,鍋倉ダム,杵築,守江,9.42,39824.6,Sentinel-1,DESCENDING
2025-10-18,24,糠味噌溜池,杵築,日野,1.69,3250.9,Sentinel-1,DESCENDING
2025-10-18,25,弁天池,杵築,溝井,4.32,16451.7,Sentinel-1,DESCENDING
2025-10-18,26,山迫溜池,杵築,鴨川,2.08,7040.8,Sentinel-1,DESCENDING
2025-10-18,27,スネコスリ溜池,杵築,猪尾,5.54,28468.8,Sentinel-1,DESCENDING
2025-10-18,28,中ノ池溜池,杵築,溝井,0.91,1748.6,Sentinel-1,DESCENDING
2025-10-18,29,立尻溜池,杵築,溝井,1.61,6581.7,Sentinel-1,DESCENDING
2025-10-18,30,本庄新池,杵築,本庄,3.53,15470.5,Sentinel-1,DESCENDING
2025-10-18,31,双子溜池,杵築,本庄,2.7,14285.8,Sentinel-1,DESCENDING
2025-10-18,32,大台溜池,杵築,本庄,5.22,25365.8,Sentinel-1,DESCENDING
2025-10-18,33,夫婦池南部,杵築,熊野,1.43,2596.9,Sentinel-1,DESCENDING
2025-10-18,34,夫婦池北部,杵築,熊野,2.44,10304.5,Sentinel-1,DESCENDING
2025-10-18,35,新宮溜池,杵築,日野,3.81,13485.2,Sentinel-1,DESCENDING
2025-10-18,43,轟溜池,杵築,船部,2.04,0.0,Sentinel-1,DESCENDING
2025-10-18,48,申川溜池北方の池,杵築,八坂,0.49,1463.3,Sentinel-1,DESCENDING
