date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2026-07-22,0,野狐谷溜池,杵築,八坂,2.25,0.0,Sentinel-1,DESCENDING
2026-07-22,1,申川溜池,杵築,八坂,2.06,0.0,Sentinel-1,DESCENDING
2026-07-22,2,白水池,杵築,馬場尾,4.84,0.0,Sentinel-1,DESCENDING
2026-07-22,3,床並溜池,山香,下,1.65,0.0,Sentinel-1,DESCENDING
2026-07-22,12,大河内溜池南方の池,大田,白木原,0.92,0.0,Sentinel-1,DESCENDING
2026-07-22,13,大河内溜池,大田,白木原,2.64,0.0,Sentinel-1,DESCENDING
2026-07-22,14,黄午渕溜池,大田,永松,0.89,0.0,Sentinel-1,DESCENDING
2026-07-22,15,俣水1012付近の池,大田,俣水,1.61,0.0,Sentinel-1,DESCENDING
2026-07-22,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2026-07-22,17,西下司溜池,杵築,南杵築,1.3,0.0,Sentinel-1,DESCENDING
2026-07-22,18,日指ダム,山香,日指,39.42,0.0,Sentinel-1,DESCENDING
2026-07-22,19,日指ダム,山香,日指,12.57,0.0,Sentinel-1,DESCENDING
2026-07-22,20,楠溜池,山香,吉野渡,7.11,0.0,Sentinel-1,DESCENDING
2026-07-22,21,石山ダム,杵築,溝井,10.73,0.0,Sentinel-1,DESCENDING
2026-07-22,22,尾払溜池,杵築,守江,7.07,0.0,Sentinel-1,DESCENDING
2026-07-22,23,鍋倉ダム,杵築,守江,9.42,0.0,Sentinel-1,DESCENDING
2026-07-22,24,糠味噌溜池,杵築,日野,1.69,0.0,Sentinel-1,DESCENDING
2026-07-22,25,弁天池,杵築,溝井,4.32,0.0,Sentinel-1,DESCENDING
2026-07-22,26,山迫溜池,杵築,鴨川,2.08,0.0,Sentinel-1,DESCENDING
2026-07-22,27,スネコスリ溜池,杵築,猪尾,5.54,0.0,Sentinel-1,DESCENDING
2026-07-22,28,中ノ池溜池,杵築,溝井,0.91,0.0,Sentinel-1,DESCENDING
2026-07-22,29,立尻溜池,杵築,溝井,1.61,0.0,Sentinel-1,DESCENDING
2026-07-22,30,本庄新池,杵築,本庄,3.53,0.0,Sentinel-1,DESCENDING
2026-07-22,31,双子溜池,杵築,本庄,2.7,0.0,Sentinel-1,DESCENDING
2026-07-22,32,大台溜池,杵築,本庄,5.22,0.0,Sentinel-1,DESCENDING
2026-07-22,33,夫婦池南部,杵築,熊野,1.43,0.0,Sentinel-1,DESCENDING
2026-07-22,34,夫婦池北部,杵築,熊野,2.44,0.0,Sentinel-1,DESCENDING
2026-07-22,35,新宮溜池,杵築,日野,3.81,0.0,Sentinel-1,DESCENDING
2026-07-22,43,轟溜池,杵築,船部,2.04,0.0,Sentinel-1,DESCENDING
2026-07-22,48,申川溜池北方の池,杵築,八坂,0.49,0.0,Sentinel-1,DESCENDING
2026-07-22,0,野狐谷溜池,杵築,八坂,2.25,7255.9,Sentinel-1,ASCENDING
2026-07-22,1,申川溜池,杵築,八坂,2.06,4513.3,Sentinel-1,ASCENDING
2026-07-22,2,白水池,杵築,馬場尾,4.84,29706.5,Sentinel-1,ASCENDING
2026-07-22,3,床並溜池,山香,下,1.65,6459.9,Sentinel-1,ASCENDING
2026-07-22,12,大河内溜池南方の池,大田,白木原,0.92,1551.7,Sentinel-1,ASCENDING
2026-07-22,13,大河内溜池,大田,白木原,2.64,6869.1,Sentinel-1,ASCENDING
2026-07-22,14,黄午渕溜池,大田,永松,0.89,774.4,Sentinel-1,ASCENDING
2026-07-22,15,俣水1012付近の池,大田,俣水,1.61,665.3,Sentinel-1,ASCENDING
2026-07-22,16,東下司溜池,杵築,南杵築,0.65,1483.8,Sentinel-1,ASCENDING
2026-07-22,17,西下司溜池,杵築,南杵築,1.3,5470.4,Sentinel-1,ASCENDING
2026-07-22,18,日指ダム,山香,日指,39.42,233983.9,Sentinel-1,ASCENDING
2026-07-22,19,日指ダム,山香,日指,12.57,60243.5,Sentinel-1,ASCENDING
2026-07-22,20,楠溜池,山香,吉野渡,7.11,35005.0,Sentinel-1,ASCENDING
2026-07-22,21,石山ダム,杵築,溝井,10.73,41379.4,Sentinel-1,ASCENDING
2026-07-22,22,尾払溜池,杵築,守江,7.07,42967.4,Sentinel-1,ASCENDING
2026-07-22,23,鍋倉ダム,杵築,守江,9.42,55980.4,Sentinel-1,ASCENDING
2026-07-22,24,糠味噌溜池,杵築,日野,1.69,673.6,Sentinel-1,ASCENDING
2026-07-22,25,弁天池,杵築,溝井,4.32,19805.3,Sentinel-1,ASCENDING
2026-07-22,26,山迫溜池,杵築,鴨川,2.08,9139.9,Sentinel-1,ASCENDING
2026-07-22,27,スネコスリ溜池,杵築,猪尾,5.54,29022.6,Sentinel-1,ASCENDING
