date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2026-07-16,0,野狐谷溜池,杵築,八坂,2.25,7344.0,Sentinel-1,DESCENDING
2026-07-16,1,申川溜池,杵築,八坂,2.06,5524.6,Sentinel-1,DESCENDING
2026-07-16,2,白水池,杵築,馬場尾,4.84,28596.6,Sentinel-1,DESCENDING
2026-07-16,3,床並溜池,山香,下,1.65,7715.2,Sentinel-1,DESCENDING
2026-07-16,12,大河内溜池南方の池,大田,白木原,0.92,1562.4,Sentinel-1,DESCENDING
2026-07-16,13,大河内溜池,大田,白木原,2.64,11715.2,Sentinel-1,DESCENDING
2026-07-16,14,黄午渕溜池,大田,永松,0.89,2741.7,Sentinel-1,DESCENDING
2026-07-16,15,俣水1012付近の池,大田,俣水,1.61,4667.1,Sentinel-1,DESCENDING
2026-07-16,16,東下司溜池,杵築,南杵築,0.65,999.0,Sentinel-1,DESCENDING
2026-07-16,17,西下司溜池,杵築,南杵築,1.3,3789.1,Sentinel-1,DESCENDING
2026-07-16,18,日指ダム,山香,日指,39.42,222378.8,Sentinel-1,DESCENDING
2026-07-16,19,日指ダム,山香,日指,12.57,61066.4,Sentinel-1,DESCENDING
2026-07-16,20,楠溜池,山香,吉野渡,7.11,41410.1,Sentinel-1,DESCENDING
2026-07-16,21,石山ダム,杵築,溝井,10.73,40474.8,Sentinel-1,DESCENDING
2026-07-16,22,尾払溜池,杵築,守江,7.07,44717.1,Sentinel-1,DESCENDING
2026-07-16,23,鍋倉ダム,杵築,守江,9.42,52959.5,Sentinel-1,DESCENDING
2026-07-16,24,糠味噌溜池,杵築,日野,1.69,333.1,Sentinel-1,DESCENDING
2026-07-16,25,弁天池,杵築,溝井,4.32,25314.2,Sentinel-1,DESCENDING
2026-07-16,26,山迫溜池,杵築,鴨川,2.08,6055.3,Sentinel-1,DESCENDING
2026-07-16,27,スネコスリ溜池,杵築,猪尾,5.54,29068.3,Sentinel-1,DESCENDING
2026-07-16,28,中ノ池溜池,杵築,溝井,0.91,2476.5,Sentinel-1,DESCENDING
2026-07-16,29,立尻溜池,杵築,溝井,1.61,6535.3,Sentinel-1,DESCENDING
2026-07-16,30,本庄新池,杵築,本庄,3.53,1662.2,Sentinel-1,DESCENDING
2026-07-16,31,双子溜池,杵築,本庄,2.7,13904.8,Sentinel-1,DESCENDING
2026-07-16,32,大台溜池,杵築,本庄,5.22,24099.2,Sentinel-1,DESCENDING
2026-07-16,33,夫婦池南部,杵築,熊野,1.43,4542.1,Sentinel-1,DESCENDING
2026-07-16,34,夫婦池北部,杵築,熊野,2.44,10773.1,Sentinel-1,DESCENDING
2026-07-16,35,新宮溜池,杵築,日野,3.81,16927.1,Sentinel-1,DESCENDING
2026-07-16,43,轟溜池,杵築,船部,2.04,7370.0,Sentinel-1,DESCENDING
2026-07-16,48,申川溜池北方の池,杵築,八坂,0.49,907.8,Sentinel-1,DESCENDING
