date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-04-21,0,野狐谷溜池,杵築,八坂,2.25,8633.2,Sentinel-1,DESCENDING
2025-04-21,1,申川溜池,杵築,八坂,2.06,7241.7,Sentinel-1,DESCENDING
2025-04-21,2,白水池,杵築,馬場尾,4.84,28861.0,Sentinel-1,DESCENDING
2025-04-21,3,床並溜池,山香,下,1.65,7929.9,Sentinel-1,DESCENDING
2025-04-21,12,大河内溜池南方の池,大田,白木原,0.92,1801.7,Sentinel-1,DESCENDING
2025-04-21,13,大河内溜池,大田,白木原,2.64,11596.5,Sentinel-1,DESCENDING
2025-04-21,14,黄午渕溜池,大田,永松,0.89,2532.7,Sentinel-1,DESCENDING
2025-04-21,15,俣水1012付近の池,大田,俣水,1.61,6166.1,Sentinel-1,DESCENDING
2025-04-21,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2025-04-21,17,西下司溜池,杵築,南杵築,1.3,1123.1,Sentinel-1,DESCENDING
2025-04-21,18,日指ダム,山香,日指,39.42,236295.8,Sentinel-1,DESCENDING
2025-04-21,19,日指ダム,山香,日指,12.57,53686.2,Sentinel-1,DESCENDING
2025-04-21,20,楠溜池,山香,吉野渡,7.11,40653.3,Sentinel-1,DESCENDING
2025-04-21,21,石山ダム,杵築,溝井,10.73,40340.3,Sentinel-1,DESCENDING
2025-04-21,22,尾払溜池,杵築,守江,7.07,41295.3,Sentinel-1,DESCENDING
2025-04-21,23,鍋倉ダム,杵築,守江,9.42,46448.4,Sentinel-1,DESCENDING
2025-04-21,24,糠味噌溜池,杵築,日野,1.69,3916.1,Sentinel-1,DESCENDING
2025-04-21,25,弁天池,杵築,溝井,4.32,23275.4,Sentinel-1,DESCENDING
2025-04-21,26,山迫溜池,杵築,鴨川,2.08,7979.9,Sentinel-1,DESCENDING
2025-04-21,27,スネコスリ溜池,杵築,猪尾,5.54,29917.9,Sentinel-1,DESCENDING
2025-04-21,28,中ノ池溜池,杵築,溝井,0.91,2247.4,Sentinel-1,DESCENDING
2025-04-21,29,立尻溜池,杵築,溝井,1.61,6974.7,Sentinel-1,DESCENDING
2025-04-21,30,本庄新池,杵築,本庄,3.53,16015.0,Sentinel-1,DESCENDING
2025-04-21,31,双子溜池,杵築,本庄,2.7,15269.0,Sentinel-1,DESCENDING
2025-04-21,32,大台溜池,杵築,本庄,5.22,26227.3,Sentinel-1,DESCENDING
2025-04-21,33,夫婦池南部,杵築,熊野,1.43,3423.4,Sentinel-1,DESCENDING
2025-04-21,34,夫婦池北部,杵築,熊野,2.44,10459.3,Sentinel-1,DESCENDING
2025-04-21,35,新宮溜池,杵築,日野,3.81,19539.5,Sentinel-1,DESCENDING
2025-04-21,43,轟溜池,杵築,船部,2.04,7548.9,Sentinel-1,DESCENDING
2025-04-21,48,申川溜池北方の池,杵築,八坂,0.49,1325.6,Sentinel-1,DESCENDING
