date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-04-09,0,野狐谷溜池,杵築,八坂,2.25,8788.6,Sentinel-1,DESCENDING
2025-04-09,1,申川溜池,杵築,八坂,2.06,6256.1,Sentinel-1,DESCENDING
2025-04-09,2,白水池,杵築,馬場尾,4.84,30434.4,Sentinel-1,DESCENDING
2025-04-09,3,床並溜池,山香,下,1.65,8064.6,Sentinel-1,DESCENDING
2025-04-09,12,大河内溜池南方の池,大田,白木原,0.92,1629.3,Sentinel-1,DESCENDING
2025-04-09,13,大河内溜池,大田,白木原,2.64,12689.7,Sentinel-1,DESCENDING
2025-04-09,14,黄午渕溜池,大田,永松,0.89,3027.3,Sentinel-1,DESCENDING
2025-04-09,15,俣水1012付近の池,大田,俣水,1.61,5889.2,Sentinel-1,DESCENDING
2025-04-09,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2025-04-09,17,西下司溜池,杵築,南杵築,1.3,1071.8,Sentinel-1,DESCENDING
2025-04-09,18,日指ダム,山香,日指,39.42,239035.6,Sentinel-1,DESCENDING
2025-04-09,19,日指ダム,山香,日指,12.57,59644.9,Sentinel-1,DESCENDING
2025-04-09,20,楠溜池,山香,吉野渡,7.11,39681.8,Sentinel-1,DESCENDING
2025-04-09,21,石山ダム,杵築,溝井,10.73,38662.2,Sentinel-1,DESCENDING
2025-04-09,22,尾払溜池,杵築,守江,7.07,44986.0,Sentinel-1,DESCENDING
2025-04-09,23,鍋倉ダム,杵築,守江,9.42,52119.7,Sentinel-1,DESCENDING
2025-04-09,24,糠味噌溜池,杵築,日野,1.69,4059.7,Sentinel-1,DESCENDING
2025-04-09,25,弁天池,杵築,溝井,4.32,23636.4,Sentinel-1,DESCENDING
2025-04-09,26,山迫溜池,杵築,鴨川,2.08,7481.7,Sentinel-1,DESCENDING
2025-04-09,27,スネコスリ溜池,杵築,猪尾,5.54,28846.6,Sentinel-1,DESCENDING
2025-04-09,28,中ノ池溜池,杵築,溝井,0.91,2894.0,Sentinel-1,DESCENDING
2025-04-09,29,立尻溜池,杵築,溝井,1.61,7069.0,Sentinel-1,DESCENDING
2025-04-09,30,本庄新池,杵築,本庄,3.53,15667.6,Sentinel-1,DESCENDING
2025-04-09,31,双子溜池,杵築,本庄,2.7,14562.3,Sentinel-1,DESCENDING
2025-04-09,32,大台溜池,杵築,本庄,5.22,26308.5,Sentinel-1,DESCENDING
2025-04-09,33,夫婦池南部,杵築,熊野,1.43,3328.4,Sentinel-1,DESCENDING
2025-04-09,34,夫婦池北部,杵築,熊野,2.44,10308.1,Sentinel-1,DESCENDING
2025-04-09,35,新宮溜池,杵築,日野,3.81,17530.2,Sentinel-1,DESCENDING
2025-04-09,43,轟溜池,杵築,船部,2.04,7738.2,Sentinel-1,DESCENDING
2025-04-09,48,申川溜池北方の池,杵築,八坂,0.49,1572.7,Sentinel-1,DESCENDING
