date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-11-23,0,野狐谷溜池,杵築,八坂,2.25,2954.8,Sentinel-1,DESCENDING
2025-11-23,1,申川溜池,杵築,八坂,2.06,5991.7,Sentinel-1,DESCENDING
2025-11-23,2,白水池,杵築,馬場尾,4.84,27121.5,Sentinel-1,DESCENDING
2025-11-23,3,床並溜池,山香,下,1.65,3678.0,Sentinel-1,DESCENDING
2025-11-23,12,大河内溜池南方の池,大田,白木原,0.92,2299.6,Sentinel-1,DESCENDING
2025-11-23,13,大河内溜池,大田,白木原,2.64,12717.1,Sentinel-1,DESCENDING
2025-11-23,14,黄午渕溜池,大田,永松,0.89,3024.1,Sentinel-1,DESCENDING
2025-11-23,15,俣水1012付近の池,大田,俣水,1.61,5716.0,Sentinel-1,DESCENDING
2025-11-23,16,東下司溜池,杵築,南杵築,0.65,238.7,Sentinel-1,DESCENDING
2025-11-23,17,西下司溜池,杵築,南杵築,1.3,511.9,Sentinel-1,DESCENDING
2025-11-23,18,日指ダム,山香,日指,39.42,186409.9,Sentinel-1,DESCENDING
2025-11-23,19,日指ダム,山香,日指,12.57,38810.9,Sentinel-1,DESCENDING
2025-11-23,20,楠溜池,山香,吉野渡,7.11,15521.6,Sentinel-1,DESCENDING
2025-11-23,21,石山ダム,杵築,溝井,10.73,32605.1,Sentinel-1,DESCENDING
2025-11-23,22,尾払溜池,杵築,守江,7.07,44222.0,Sentinel-1,DESCENDING
2025-11-23,23,鍋倉ダム,杵築,守江,9.42,42360.1,Sentinel-1,DESCENDING
2025-11-23,24,糠味噌溜池,杵築,日野,1.69,4588.7,Sentinel-1,DESCENDING
2025-11-23,25,弁天池,杵築,溝井,4.32,16865.6,Sentinel-1,DESCENDING
2025-11-23,26,山迫溜池,杵築,鴨川,2.08,7576.4,Sentinel-1,DESCENDING
2025-11-23,27,スネコスリ溜池,杵築,猪尾,5.54,29048.1,Sentinel-1,DESCENDING
2025-11-23,28,中ノ池溜池,杵築,溝井,0.91,2190.6,Sentinel-1,DESCENDING
2025-11-23,29,立尻溜池,杵築,溝井,1.61,7387.3,Sentinel-1,DESCENDING
2025-11-23,30,本庄新池,杵築,本庄,3.53,13859.2,Sentinel-1,DESCENDING
2025-11-23,31,双子溜池,杵築,本庄,2.7,14786.5,Sentinel-1,DESCENDING
2025-11-23,32,大台溜池,杵築,本庄,5.22,26816.5,Sentinel-1,DESCENDING
2025-11-23,33,夫婦池南部,杵築,熊野,1.43,3346.0,Sentinel-1,DESCENDING
2025-11-23,34,夫婦池北部,杵築,熊野,2.44,11585.2,Sentinel-1,DESCENDING
2025-11-23,35,新宮溜池,杵築,日野,3.81,13993.6,Sentinel-1,DESCENDING
2025-11-23,43,轟溜池,杵築,船部,2.04,8235.5,Sentinel-1,DESCENDING
2025-11-23,48,申川溜池北方の池,杵築,八坂,0.49,858.2,Sentinel-1,DESCENDING
