date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2026-04-04,0,野狐谷溜池,杵築,八坂,2.25,7669.5,Sentinel-1,DESCENDING
2026-04-04,1,申川溜池,杵築,八坂,2.06,6209.1,Sentinel-1,DESCENDING
2026-04-04,2,白水池,杵築,馬場尾,4.84,27946.7,Sentinel-1,DESCENDING
2026-04-04,3,床並溜池,山香,下,1.65,5559.0,Sentinel-1,DESCENDING
2026-04-04,12,大河内溜池南方の池,大田,白木原,0.92,1397.8,Sentinel-1,DESCENDING
2026-04-04,13,大河内溜池,大田,白木原,2.64,11655.5,Sentinel-1,DESCENDING
2026-04-04,14,黄午渕溜池,大田,永松,0.89,2498.2,Sentinel-1,DESCENDING
2026-04-04,15,俣水1012付近の池,大田,俣水,1.61,6159.2,Sentinel-1,DESCENDING
2026-04-04,16,東下司溜池,杵築,南杵築,0.65,1237.7,Sentinel-1,DESCENDING
2026-04-04,17,西下司溜池,杵築,南杵築,1.3,4781.2,Sentinel-1,DESCENDING
2026-04-04,18,日指ダム,山香,日指,39.42,238494.2,Sentinel-1,DESCENDING
2026-04-04,19,日指ダム,山香,日指,12.57,59404.6,Sentinel-1,DESCENDING
2026-04-04,20,楠溜池,山香,吉野渡,7.11,36353.2,Sentinel-1,DESCENDING
2026-04-04,21,石山ダム,杵築,溝井,10.73,31456.4,Sentinel-1,DESCENDING
2026-04-04,22,尾払溜池,杵築,守江,7.07,43159.9,Sentinel-1,DESCENDING
2026-04-04,23,鍋倉ダム,杵築,守江,9.42,43365.1,Sentinel-1,DESCENDING
2026-04-04,24,糠味噌溜池,杵築,日野,1.69,3410.9,Sentinel-1,DESCENDING
2026-04-04,25,弁天池,杵築,溝井,4.32,18511.3,Sentinel-1,DESCENDING
2026-04-04,26,山迫溜池,杵築,鴨川,2.08,6635.0,Sentinel-1,DESCENDING
2026-04-04,27,スネコスリ溜池,杵築,猪尾,5.54,29570.2,Sentinel-1,DESCENDING
2026-04-04,28,中ノ池溜池,杵築,溝井,0.91,3702.9,Sentinel-1,DESCENDING
2026-04-04,29,立尻溜池,杵築,溝井,1.61,6627.7,Sentinel-1,DESCENDING
2026-04-04,30,本庄新池,杵築,本庄,3.53,4708.2,Sentinel-1,DESCENDING
2026-04-04,31,双子溜池,杵築,本庄,2.7,13045.9,Sentinel-1,DESCENDING
2026-04-04,32,大台溜池,杵築,本庄,5.22,26023.6,Sentinel-1,DESCENDING
2026-04-04,33,夫婦池南部,杵築,熊野,1.43,3085.4,Sentinel-1,DESCENDING
2026-04-04,34,夫婦池北部,杵築,熊野,2.44,10624.5,Sentinel-1,DESCENDING
2026-04-04,35,新宮溜池,杵築,日野,3.81,10397.9,Sentinel-1,DESCENDING
2026-04-04,43,轟溜池,杵築,船部,2.04,7702.3,Sentinel-1,DESCENDING
2026-04-04,48,申川溜池北方の池,杵築,八坂,0.49,1288.1,Sentinel-1,DESCENDING
