date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2026-04-28,0,野狐谷溜池,杵築,八坂,2.25,8559.8,Sentinel-1,DESCENDING
2026-04-28,1,申川溜池,杵築,八坂,2.06,6066.8,Sentinel-1,DESCENDING
2026-04-28,2,白水池,杵築,馬場尾,4.84,27826.2,Sentinel-1,DESCENDING
2026-04-28,3,床並溜池,山香,下,1.65,7080.7,Sentinel-1,DESCENDING
2026-04-28,12,大河内溜池南方の池,大田,白木原,0.92,2610.0,Sentinel-1,DESCENDING
2026-04-28,13,大河内溜池,大田,白木原,2.64,11265.9,Sentinel-1,DESCENDING
2026-04-28,14,黄午渕溜池,大田,永松,0.89,3029.9,Sentinel-1,DESCENDING
2026-04-28,15,俣水1012付近の池,大田,俣水,1.61,6602.2,Sentinel-1,DESCENDING
2026-04-28,16,東下司溜池,杵築,南杵築,0.65,953.0,Sentinel-1,DESCENDING
2026-04-28,17,西下司溜池,杵築,南杵築,1.3,3763.3,Sentinel-1,DESCENDING
2026-04-28,18,日指ダム,山香,日指,39.42,231886.5,Sentinel-1,DESCENDING
2026-04-28,19,日指ダム,山香,日指,12.57,54776.0,Sentinel-1,DESCENDING
2026-04-28,20,楠溜池,山香,吉野渡,7.11,43111.0,Sentinel-1,DESCENDING
2026-04-28,21,石山ダム,杵築,溝井,10.73,38443.1,Sentinel-1,DESCENDING
2026-04-28,22,尾払溜池,杵築,守江,7.07,43943.6,Sentinel-1,DESCENDING
2026-04-28,23,鍋倉ダム,杵築,守江,9.42,46455.5,Sentinel-1,DESCENDING
2026-04-28,24,糠味噌溜池,杵築,日野,1.69,4015.0,Sentinel-1,DESCENDING
2026-04-28,25,弁天池,杵築,溝井,4.32,22548.8,Sentinel-1,DESCENDING
2026-04-28,26,山迫溜池,杵築,鴨川,2.08,8342.8,Sentinel-1,DESCENDING
2026-04-28,27,スネコスリ溜池,杵築,猪尾,5.54,28430.9,Sentinel-1,DESCENDING
2026-04-28,28,中ノ池溜池,杵築,溝井,0.91,3234.8,Sentinel-1,DESCENDING
2026-04-28,29,立尻溜池,杵築,溝井,1.61,7269.1,Sentinel-1,DESCENDING
2026-04-28,30,本庄新池,杵築,本庄,3.53,2309.9,Sentinel-1,DESCENDING
2026-04-28,31,双子溜池,杵築,本庄,2.7,15009.8,Sentinel-1,DESCENDING
2026-04-28,32,大台溜池,杵築,本庄,5.22,25828.3,Sentinel-1,DESCENDING
2026-04-28,33,夫婦池南部,杵築,熊野,1.43,3711.1,Sentinel-1,DESCENDING
2026-04-28,34,夫婦池北部,杵築,熊野,2.44,10762.7,Sentinel-1,DESCENDING
2026-04-28,35,新宮溜池,杵築,日野,3.81,13864.9,Sentinel-1,DESCENDING
2026-04-28,43,轟溜池,杵築,船部,2.04,7365.2,Sentinel-1,DESCENDING
2026-04-28,48,申川溜池北方の池,杵築,八坂,0.49,1608.6,Sentinel-1,DESCENDING
