date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2024-02-14,0,野狐谷溜池,杵築,八坂,2.25,6050.3,Sentinel-1,DESCENDING
2024-02-14,1,申川溜池,杵築,八坂,2.06,5926.8,Sentinel-1,DESCENDING
2024-02-14,2,白水池,杵築,馬場尾,4.84,28844.0,Sentinel-1,DESCENDING
2024-02-14,3,床並溜池,山香,下,1.65,7193.9,Sentinel-1,DESCENDING
2024-02-14,12,大河内溜池南方の池,大田,白木原,0.92,914.6,Sentinel-1,DESCENDING
2024-02-14,13,大河内溜池,大田,白木原,2.64,10894.9,Sentinel-1,DESCENDING
2024-02-14,14,黄午渕溜池,大田,永松,0.89,2961.8,Sentinel-1,DESCENDING
2024-02-14,15,俣水1012付近の池,大田,俣水,1.61,6381.4,Sentinel-1,DESCENDING
2024-02-14,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2024-02-14,17,西下司溜池,杵築,南杵築,1.3,944.5,Sentinel-1,DESCENDING
2024-02-14,18,日指ダム,山香,日指,39.42,238235.3,Sentinel-1,DESCENDING
2024-02-14,19,日指ダム,山香,日指,12.57,58718.5,Sentinel-1,DESCENDING
2024-02-14,20,楠溜池,山香,吉野渡,7.11,31028.2,Sentinel-1,DESCENDING
2024-02-14,21,石山ダム,杵築,溝井,10.73,29029.8,Sentinel-1,DESCENDING
2024-02-14,22,尾払溜池,杵築,守江,7.07,43493.5,Sentinel-1,DESCENDING
2024-02-14,23,鍋倉ダム,杵築,守江,9.42,47287.2,Sentinel-1,DESCENDING
2024-02-14,24,糠味噌溜池,杵築,日野,1.69,4602.4,Sentinel-1,DESCENDING
2024-02-14,25,弁天池,杵築,溝井,4.32,22634.7,Sentinel-1,DESCENDING
2024-02-14,26,山迫溜池,杵築,鴨川,2.08,8265.1,Sentinel-1,DESCENDING
2024-02-14,27,スネコスリ溜池,杵築,猪尾,5.54,29045.1,Sentinel-1,DESCENDING
2024-02-14,28,中ノ池溜池,杵築,溝井,0.91,2387.4,Sentinel-1,DESCENDING
2024-02-14,29,立尻溜池,杵築,溝井,1.61,6825.8,Sentinel-1,DESCENDING
2024-02-14,30,本庄新池,杵築,本庄,3.53,16547.4,Sentinel-1,DESCENDING
2024-02-14,31,双子溜池,杵築,本庄,2.7,14103.0,Sentinel-1,DESCENDING
2024-02-14,32,大台溜池,杵築,本庄,5.22,26114.6,Sentinel-1,DESCENDING
2024-02-14,33,夫婦池南部,杵築,熊野,1.43,3190.2,Sentinel-1,DESCENDING
2024-02-14,34,夫婦池北部,杵築,熊野,2.44,9622.4,Sentinel-1,DESCENDING
2024-02-14,35,新宮溜池,杵築,日野,3.81,15969.3,Sentinel-1,DESCENDING
2024-02-14,43,轟溜池,杵築,船部,2.04,8526.3,Sentinel-1,DESCENDING
2024-02-14,48,申川溜池北方の池,杵築,八坂,0.49,1069.7,Sentinel-1,DESCENDING
