date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-12-05,0,野狐谷溜池,杵築,八坂,2.25,2698.9,Sentinel-1,DESCENDING
2025-12-05,1,申川溜池,杵築,八坂,2.06,7117.9,Sentinel-1,DESCENDING
2025-12-05,2,白水池,杵築,馬場尾,4.84,27599.0,Sentinel-1,DESCENDING
2025-12-05,3,床並溜池,山香,下,1.65,4873.9,Sentinel-1,DESCENDING
2025-12-05,12,大河内溜池南方の池,大田,白木原,0.92,2964.4,Sentinel-1,DESCENDING
2025-12-05,13,大河内溜池,大田,白木原,2.64,13277.5,Sentinel-1,DESCENDING
2025-12-05,14,黄午渕溜池,大田,永松,0.89,3373.3,Sentinel-1,DESCENDING
2025-12-05,15,俣水1012付近の池,大田,俣水,1.61,7062.7,Sentinel-1,DESCENDING
2025-12-05,16,東下司溜池,杵築,南杵築,0.65,154.7,Sentinel-1,DESCENDING
2025-12-05,17,西下司溜池,杵築,南杵築,1.3,1135.8,Sentinel-1,DESCENDING
2025-12-05,18,日指ダム,山香,日指,39.42,207407.5,Sentinel-1,DESCENDING
2025-12-05,19,日指ダム,山香,日指,12.57,48031.3,Sentinel-1,DESCENDING
2025-12-05,20,楠溜池,山香,吉野渡,7.11,25999.0,Sentinel-1,DESCENDING
2025-12-05,21,石山ダム,杵築,溝井,10.73,33080.1,Sentinel-1,DESCENDING
2025-12-05,22,尾払溜池,杵築,守江,7.07,44900.8,Sentinel-1,DESCENDING
2025-12-05,23,鍋倉ダム,杵築,守江,9.42,44472.0,Sentinel-1,DESCENDING
2025-12-05,24,糠味噌溜池,杵築,日野,1.69,4477.4,Sentinel-1,DESCENDING
2025-12-05,25,弁天池,杵築,溝井,4.32,17893.1,Sentinel-1,DESCENDING
2025-12-05,26,山迫溜池,杵築,鴨川,2.08,7881.6,Sentinel-1,DESCENDING
2025-12-05,27,スネコスリ溜池,杵築,猪尾,5.54,28920.7,Sentinel-1,DESCENDING
2025-12-05,28,中ノ池溜池,杵築,溝井,0.91,2866.6,Sentinel-1,DESCENDING
2025-12-05,29,立尻溜池,杵築,溝井,1.61,7541.3,Sentinel-1,DESCENDING
2025-12-05,30,本庄新池,杵築,本庄,3.53,13610.4,Sentinel-1,DESCENDING
2025-12-05,31,双子溜池,杵築,本庄,2.7,13546.7,Sentinel-1,DESCENDING
2025-12-05,32,大台溜池,杵築,本庄,5.22,23965.0,Sentinel-1,DESCENDING
2025-12-05,33,夫婦池南部,杵築,熊野,1.43,3203.9,Sentinel-1,DESCENDING
2025-12-05,34,夫婦池北部,杵築,熊野,2.44,10776.1,Sentinel-1,DESCENDING
2025-12-05,35,新宮溜池,杵築,日野,3.81,14006.3,Sentinel-1,DESCENDING
2025-12-05,43,轟溜池,杵築,船部,2.04,7905.9,Sentinel-1,DESCENDING
2025-12-05,48,申川溜池北方の池,杵築,八坂,0.49,1630.5,Sentinel-1,DESCENDING
