date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2026-06-15,0,野狐谷溜池,杵築,八坂,2.25,8107.0,Sentinel-1,DESCENDING
2026-06-15,1,申川溜池,杵築,八坂,2.06,5981.6,Sentinel-1,DESCENDING
2026-06-15,2,白水池,杵築,馬場尾,4.84,24325.9,Sentinel-1,DESCENDING
2026-06-15,3,床並溜池,山香,下,1.65,7791.9,Sentinel-1,DESCENDING
2026-06-15,12,大河内溜池南方の池,大田,白木原,0.92,1880.3,Sentinel-1,DESCENDING
2026-06-15,13,大河内溜池,大田,白木原,2.64,11759.5,Sentinel-1,DESCENDING
2026-06-15,14,黄午渕溜池,大田,永松,0.89,2494.2,Sentinel-1,DESCENDING
2026-06-15,15,俣水1012付近の池,大田,俣水,1.61,5284.9,Sentinel-1,DESCENDING
2026-06-15,16,東下司溜池,杵築,南杵築,0.65,416.3,Sentinel-1,DESCENDING
2026-06-15,17,西下司溜池,杵築,南杵築,1.3,4188.3,Sentinel-1,DESCENDING
2026-06-15,18,日指ダム,山香,日指,39.42,191134.4,Sentinel-1,DESCENDING
2026-06-15,19,日指ダム,山香,日指,12.57,47296.3,Sentinel-1,DESCENDING
2026-06-15,20,楠溜池,山香,吉野渡,7.11,41251.5,Sentinel-1,DESCENDING
2026-06-15,21,石山ダム,杵築,溝井,10.73,41506.1,Sentinel-1,DESCENDING
2026-06-15,22,尾払溜池,杵築,守江,7.07,43297.3,Sentinel-1,DESCENDING
2026-06-15,23,鍋倉ダム,杵築,守江,9.42,48938.2,Sentinel-1,DESCENDING
2026-06-15,24,糠味噌溜池,杵築,日野,1.69,595.6,Sentinel-1,DESCENDING
2026-06-15,25,弁天池,杵築,溝井,4.32,23196.4,Sentinel-1,DESCENDING
2026-06-15,26,山迫溜池,杵築,鴨川,2.08,7643.6,Sentinel-1,DESCENDING
2026-06-15,27,スネコスリ溜池,杵築,猪尾,5.54,28870.1,Sentinel-1,DESCENDING
2026-06-15,28,中ノ池溜池,杵築,溝井,0.91,1815.5,Sentinel-1,DESCENDING
2026-06-15,29,立尻溜池,杵築,溝井,1.61,6861.4,Sentinel-1,DESCENDING
2026-06-15,30,本庄新池,杵築,本庄,3.53,1159.2,Sentinel-1,DESCENDING
2026-06-15,31,双子溜池,杵築,本庄,2.7,13377.3,Sentinel-1,DESCENDING
2026-06-15,32,大台溜池,杵築,本庄,5.22,23907.2,Sentinel-1,DESCENDING
2026-06-15,33,夫婦池南部,杵築,熊野,1.43,3672.2,Sentinel-1,DESCENDING
2026-06-15,34,夫婦池北部,杵築,熊野,2.44,11017.7,Sentinel-1,DESCENDING
2026-06-15,35,新宮溜池,杵築,日野,3.81,12494.1,Sentinel-1,DESCENDING
2026-06-15,43,轟溜池,杵築,船部,2.04,7860.9,Sentinel-1,DESCENDING
2026-06-15,48,申川溜池北方の池,杵築,八坂,0.49,1153.9,Sentinel-1,DESCENDING
