date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2024-09-05,0,野狐谷溜池,杵築,八坂,2.25,8035.8,Sentinel-1,DESCENDING
2024-09-05,1,申川溜池,杵築,八坂,2.06,3630.6,Sentinel-1,DESCENDING
2024-09-05,2,白水池,杵築,馬場尾,4.84,28856.8,Sentinel-1,DESCENDING
2024-09-05,3,床並溜池,山香,下,1.65,5396.2,Sentinel-1,DESCENDING
2024-09-05,12,大河内溜池南方の池,大田,白木原,0.92,997.7,Sentinel-1,DESCENDING
2024-09-05,13,大河内溜池,大田,白木原,2.64,11529.4,Sentinel-1,DESCENDING
2024-09-05,14,黄午渕溜池,大田,永松,0.89,3405.2,Sentinel-1,DESCENDING
2024-09-05,15,俣水1012付近の池,大田,俣水,1.61,5968.1,Sentinel-1,DESCENDING
2024-09-05,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2024-09-05,17,西下司溜池,杵築,南杵築,1.3,416.6,Sentinel-1,DESCENDING
2024-09-05,18,日指ダム,山香,日指,39.42,215275.6,Sentinel-1,DESCENDING
2024-09-05,19,日指ダム,山香,日指,12.57,49800.7,Sentinel-1,DESCENDING
2024-09-05,20,楠溜池,山香,吉野渡,7.11,36947.7,Sentinel-1,DESCENDING
2024-09-05,21,石山ダム,杵築,溝井,10.73,41747.9,Sentinel-1,DESCENDING
2024-09-05,22,尾払溜池,杵築,守江,7.07,44287.3,Sentinel-1,DESCENDING
2024-09-05,23,鍋倉ダム,杵築,守江,9.42,53886.5,Sentinel-1,DESCENDING
2024-09-05,24,糠味噌溜池,杵築,日野,1.69,0.0,Sentinel-1,DESCENDING
2024-09-05,25,弁天池,杵築,溝井,4.32,22568.7,Sentinel-1,DESCENDING
2024-09-05,26,山迫溜池,杵築,鴨川,2.08,6188.5,Sentinel-1,DESCENDING
2024-09-05,27,スネコスリ溜池,杵築,猪尾,5.54,28199.7,Sentinel-1,DESCENDING
2024-09-05,28,中ノ池溜池,杵築,溝井,0.91,582.7,Sentinel-1,DESCENDING
2024-09-05,29,立尻溜池,杵築,溝井,1.61,6249.1,Sentinel-1,DESCENDING
2024-09-05,30,本庄新池,杵築,本庄,3.53,16126.6,Sentinel-1,DESCENDING
2024-09-05,31,双子溜池,杵築,本庄,2.7,14008.0,Sentinel-1,DESCENDING
2024-09-05,32,大台溜池,杵築,本庄,5.22,25229.6,Sentinel-1,DESCENDING
2024-09-05,33,夫婦池南部,杵築,熊野,1.43,3400.8,Sentinel-1,DESCENDING
2024-09-05,34,夫婦池北部,杵築,熊野,2.44,9845.1,Sentinel-1,DESCENDING
2024-09-05,35,新宮溜池,杵築,日野,3.81,16513.6,Sentinel-1,DESCENDING
2024-09-05,43,轟溜池,杵築,船部,2.04,3301.1,Sentinel-1,DESCENDING
2024-09-05,48,申川溜池北方の池,杵築,八坂,0.49,1285.8,Sentinel-1,DESCENDING
