date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2025-03-28,0,野狐谷溜池,杵築,八坂,2.25,9471.3,Sentinel-1,DESCENDING
2025-03-28,1,申川溜池,杵築,八坂,2.06,6280.9,Sentinel-1,DESCENDING
2025-03-28,2,白水池,杵築,馬場尾,4.84,29112.7,Sentinel-1,DESCENDING
2025-03-28,3,床並溜池,山香,下,1.65,7973.2,Sentinel-1,DESCENDING
2025-03-28,12,大河内溜池南方の池,大田,白木原,0.92,2294.4,Sentinel-1,DESCENDING
2025-03-28,13,大河内溜池,大田,白木原,2.64,12252.5,Sentinel-1,DESCENDING
2025-03-28,14,黄午渕溜池,大田,永松,0.89,2980.0,Sentinel-1,DESCENDING
2025-03-28,15,俣水1012付近の池,大田,俣水,1.61,6400.9,Sentinel-1,DESCENDING
2025-03-28,16,東下司溜池,杵築,南杵築,0.65,249.8,Sentinel-1,DESCENDING
2025-03-28,17,西下司溜池,杵築,南杵築,1.3,1201.4,Sentinel-1,DESCENDING
2025-03-28,18,日指ダム,山香,日指,39.42,236523.6,Sentinel-1,DESCENDING
2025-03-28,19,日指ダム,山香,日指,12.57,57942.6,Sentinel-1,DESCENDING
2025-03-28,20,楠溜池,山香,吉野渡,7.11,39313.4,Sentinel-1,DESCENDING
2025-03-28,21,石山ダム,杵築,溝井,10.73,39625.3,Sentinel-1,DESCENDING
2025-03-28,22,尾払溜池,杵築,守江,7.07,38399.0,Sentinel-1,DESCENDING
2025-03-28,23,鍋倉ダム,杵築,守江,9.42,54047.0,Sentinel-1,DESCENDING
2025-03-28,24,糠味噌溜池,杵築,日野,1.69,3839.0,Sentinel-1,DESCENDING
2025-03-28,25,弁天池,杵築,溝井,4.32,22089.5,Sentinel-1,DESCENDING
2025-03-28,26,山迫溜池,杵築,鴨川,2.08,7668.8,Sentinel-1,DESCENDING
2025-03-28,27,スネコスリ溜池,杵築,猪尾,5.54,28256.2,Sentinel-1,DESCENDING
2025-03-28,28,中ノ池溜池,杵築,溝井,0.91,3369.6,Sentinel-1,DESCENDING
2025-03-28,29,立尻溜池,杵築,溝井,1.61,7149.0,Sentinel-1,DESCENDING
2025-03-28,30,本庄新池,杵築,本庄,3.53,14205.5,Sentinel-1,DESCENDING
2025-03-28,31,双子溜池,杵築,本庄,2.7,14137.6,Sentinel-1,DESCENDING
2025-03-28,32,大台溜池,杵築,本庄,5.22,26181.9,Sentinel-1,DESCENDING
2025-03-28,33,夫婦池南部,杵築,熊野,1.43,3168.7,Sentinel-1,DESCENDING
2025-03-28,34,夫婦池北部,杵築,熊野,2.44,10911.6,Sentinel-1,DESCENDING
2025-03-28,35,新宮溜池,杵築,日野,3.81,15760.3,Sentinel-1,DESCENDING
2025-03-28,43,轟溜池,杵築,船部,2.04,8105.0,Sentinel-1,DESCENDING
2025-03-28,48,申川溜池北方の池,杵築,八坂,0.49,1538.4,Sentinel-1,DESCENDING
